Frequency (Hz)	Level (dB)
5776.281738	-70.249832
5781.665039	-71.470978
5787.048340	-69.843185
5792.431641	-66.673889
5797.814941	-62.227158
5803.198242	-59.598846
5808.581543	-61.791584
5813.964844	-67.850296
5819.348145	-71.457260
5824.731445	-73.186409
5830.114746	-73.677650
5835.498047	-70.327431
5840.881348	-69.605026
5846.264648	-73.058693
5851.647949	-75.793106
5857.031250	-77.576195
5862.414551	-79.592545
5867.797852	-80.118118
5873.181152	-80.684624
5878.564453	-80.029510
5883.947754	-75.690598
5889.331055	-73.757156
5894.714355	-77.083771
5900.097656	-79.431381
5905.480957	-78.926857
5910.864258	-79.432800
5916.247559	-78.070320
5921.630859	-77.110588
5927.014160	-78.020882
5932.397461	-78.813255
5937.780762	-78.045746
5943.164063	-77.402832
5948.547363	-73.268478
5953.930664	-68.600594
5959.313965	-69.477608
5964.697266	-73.474022
5970.080566	-75.452049
5975.463867	-76.422989
5980.847168	-76.565971
5986.230469	-78.045830
5991.613770	-78.591606
5996.997070	-77.002884
6002.380371	-70.197609
6007.763672	-66.505791
6013.146973	-66.549133
6018.530273	-66.804192
6023.913574	-70.358208
6029.296875	-74.122208
6034.680176	-78.545692
6040.063477	-80.881638
6045.446777	-82.553436
6050.830078	-82.952759
6056.213379	-82.358948
6061.596680	-80.577278
6066.979980	-78.794281
6072.363281	-79.951714
6077.746582	-81.601822
6083.129883	-79.631165
6088.513184	-79.004639
6093.896484	-80.926582
6099.279785	-80.281769
6104.663086	-78.688568
6110.046387	-75.305672
6115.429688	-73.115646
6120.812988	-73.447815
6126.196289	-74.022713
6131.579590	-74.070129
6136.962891	-74.802505
6142.346191	-78.295486
6147.729492	-79.156189
6153.112793	-79.806969
6158.496094	-78.758148
6163.879395	-78.186760
6169.262695	-76.133430
6174.645996	-74.877663
6180.029297	-73.709885
6185.412598	-72.546173
6190.795898	-72.407211
6196.179199	-70.501526
6201.562500	-66.845924
6206.945801	-67.551125
6212.329102	-69.826210
6217.712402	-71.106819
6223.095703	-74.778961
6228.479004	-76.048363
6233.862305	-75.417053
6239.245605	-76.621452
6244.628906	-77.174759
6250.012207	-78.313889
6255.395508	-81.374802
6260.778809	-81.825874
6266.162109	-78.016510
6271.545410	-75.127800
6276.928711	-77.765953
6282.312012	-81.591011
6287.695313	-82.979279
6293.078613	-84.377823
6298.461914	-81.138519
6303.845215	-80.959618
6309.228516	-83.757530
6314.611816	-84.940910
6319.995117	-83.500717
