Frequency (Hz)	Level (dB)
6007.763672	-66.296547
6013.146973	-66.098427
6018.530273	-66.419685
6023.913574	-69.819084
6029.296875	-74.092796
6034.680176	-77.997398
6040.063477	-80.418770
6045.446777	-81.848633
6050.830078	-79.444687
6056.213379	-78.225357
6061.596680	-77.566978
6066.979980	-70.751404
6072.363281	-68.978584
6077.746582	-74.323669
6083.129883	-78.819695
6088.513184	-78.398628
6093.896484	-79.890244
6099.279785	-80.156784
6104.663086	-79.465050
6110.046387	-78.272568
6115.429688	-76.846695
6120.812988	-76.418777
6126.196289	-75.863243
6131.579590	-76.589798
6136.962891	-77.229683
6142.346191	-80.123009
6147.729492	-81.058968
6153.112793	-81.511642
6158.496094	-80.315002
6163.879395	-80.174004
6169.262695	-79.289612
6174.645996	-78.147789
6180.029297	-76.176102
6185.412598	-74.867439
6190.795898	-74.909348
6196.179199	-74.107407
6201.562500	-71.163162
6206.945801	-71.757835
6212.329102	-73.716957
6217.712402	-74.646553
6223.095703	-77.361542
6228.479004	-77.505241
6233.862305	-76.001381
6239.245605	-77.188370
6244.628906	-75.983635
6250.012207	-76.546219
6255.395508	-81.293999
6260.778809	-80.834305
6266.162109	-74.299423
6271.545410	-70.764900
6276.928711	-73.727798
6282.312012	-78.315750
6287.695313	-78.961494
6293.078613	-80.534554
6298.461914	-80.850998
6303.845215	-81.592674
6309.228516	-83.165230
6314.611816	-83.345123
6319.995117	-82.621452
