Frequency (Hz)	Level (dB)
5555.566406	-113.883003
5560.949707	-113.790817
5566.333008	-113.692986
5571.716309	-113.608307
5577.099609	-113.551491
5582.482910	-113.600121
5587.866211	-113.845337
5593.249512	-114.359879
5598.632813	-115.190010
5604.016113	-116.328011
5609.399414	-117.721535
5614.782715	-119.189766
5620.166016	-120.466011
5625.549316	-121.180252
5630.932617	-121.345474
5636.315918	-121.267662
5641.699219	-121.307709
5647.082520	-121.656517
5652.465820	-122.286644
5657.849121	-123.094238
5663.232422	-123.970749
5668.615723	-124.868248
5673.999023	-125.831467
5679.382324	-127.007896
5684.765625	-128.406647
5690.148926	-129.995514
5695.532227	-131.636520
5700.915527	-133.055206
5706.298828	-134.057770
5711.682129	-134.613037
5717.065430	-135.345901
5722.448730	-136.330276
5727.832031	-137.086853
5733.215332	-137.552231
5738.598633	-138.011185
5743.981934	-140.419327
5749.365234	-142.309586
5754.748535	-143.386353
5760.131836	-143.769424
5765.515137	-144.255753
5770.898438	-145.315155
5776.281738	-145.816315
5781.665039	-146.226517
5787.048340	-147.554703
5792.431641	-148.847137
5797.814941	-149.700058
5803.198242	-149.596603
5808.581543	-145.432770
5813.964844	-141.986053
5819.348145	-142.865341
5824.731445	-147.197266
5830.114746	-148.988373
5835.498047	-149.193619
5840.881348	-150.165146
5846.264648	-151.299622
5851.647949	-151.865143
5857.031250	-153.681580
5862.414551	-155.768600
5867.797852	-154.779572
5873.181152	-155.207245
5878.564453	-155.911850
5883.947754	-154.246994
5889.331055	-149.381836
5894.714355	-150.761963
5900.097656	-156.415924
5905.480957	-151.484360
5910.864258	-142.998978
5916.247559	-143.032181
5921.630859	-152.555267
5927.014160	-155.277008
5932.397461	-151.172638
5937.780762	-149.615051
5943.164063	-151.483704
5948.547363	-151.945114
5953.930664	-152.782898
5959.313965	-147.496124
5964.697266	-145.170532
5970.080566	-149.472885
5975.463867	-151.114014
5980.847168	-148.183533
5986.230469	-142.828568
5991.613770	-143.550827
5996.997070	-149.370911
6002.380371	-150.606842
6007.763672	-149.877548
6013.146973	-142.184052
6018.530273	-137.801727
6023.913574	-141.020950
6029.296875	-147.420258
6034.680176	-148.209091
6040.063477	-146.462845
6045.446777	-139.428680
6050.830078	-139.116379
6056.213379	-146.649689
6061.596680	-150.299210
6066.979980	-151.418732
6072.363281	-152.834885
6077.746582	-152.105087
6083.129883	-148.269562
6088.513184	-145.746841
6093.896484	-149.485626
6099.279785	-152.049103
6104.663086	-151.914886
6110.046387	-147.070969
6115.429688	-143.779022
6120.812988	-145.386002
6126.196289	-144.955582
6131.579590	-145.762238
6136.962891	-149.484711
6142.346191	-150.627853
6147.729492	-147.424545
6153.112793	-143.889740
6158.496094	-145.704407
6163.879395	-147.903091
6169.262695	-146.975876
6174.645996	-143.717194
6180.029297	-143.856339
6185.412598	-138.330658
6190.795898	-137.847153
6196.179199	-143.202850
6201.562500	-144.189957
6206.945801	-141.793610
6212.329102	-135.495270
6217.712402	-135.967499
6223.095703	-142.076706
6228.479004	-142.606995
6233.862305	-143.954285
6239.245605	-143.440414
6244.628906	-145.073441
6250.012207	-145.976563
6255.395508	-147.986908
6260.778809	-148.942810
6266.162109	-148.874527
6271.545410	-150.148560
6276.928711	-150.537323
6282.312012	-150.413727
6287.695313	-149.269150
6293.078613	-151.269989
6298.461914	-152.470474
6303.845215	-152.346039
6309.228516	-149.597626
6314.611816	-145.603500
6319.995117	-148.506683
